Vibronics version 0
Yifan Shen 2021

Echo of user command line input:
/home-4/yshen57@jhu.edu/Software/Mine/vibronics/tools/eig/eig.exe -a alpha.txt -b beta.txt

Sat Apr 10 20:53:00 2021

Ground state energy = 26856.49 cm^-1
ΔE / cm^-1    convergence    amplitude     strength    normalized strength
   2847.35       0.000000     0.027876     0.000777     0.019905
   2855.44       0.000000    -0.002099     0.000004     0.000113
   2859.90       0.000000     0.012480     0.000156     0.003990
   2866.51       0.000000     0.011140     0.000124     0.003179
   2866.67       0.000000     0.003480     0.000012     0.000310
   2886.78       0.000000    -0.026200     0.000686     0.017584
   2912.73       0.000000    -0.048885     0.002390     0.061216
   2916.27       0.000000    -0.024451     0.000598     0.015316
   2953.33       0.000000     0.175933     0.030952     0.792895
   2966.61       0.000000     0.020247     0.000410     0.010501
   2976.51       0.000000     0.002633     0.000007     0.000178
   2990.19       0.000000     0.001370     0.000002     0.000048
   2995.29       0.000000    -0.015257     0.000233     0.005963
   3007.83       0.000000     0.009805     0.000096     0.002463
   3017.09       0.000000    -0.003168     0.000010     0.000257
   3028.20       0.000000    -0.003660     0.000013     0.000343
   3035.91       0.000000     0.058413     0.003412     0.087405
   3040.66       0.000000     0.009223     0.000085     0.002179
   3046.59       0.000000     0.002484     0.000006     0.000158
   3064.31       0.000000    -0.017362     0.000301     0.007722
   3066.75       0.000000    -0.022494     0.000506     0.012962
   3084.58       0.000000     0.009116     0.000083     0.002129
   3103.55       0.000000    -0.111249     0.012376     0.317039
   3104.86       0.000000     0.045071     0.002031     0.052036
   3115.04       0.000000     0.051100     0.002611     0.066892
   3138.13       0.000000     0.001062     0.000001     0.000029
   3170.78       0.000000    -0.100780     0.010157     0.260178
   3171.45       0.000000     0.087733     0.007697     0.197174
   3187.79       0.000000    -0.012454     0.000155     0.003973
   3194.60       0.000000     0.001762     0.000003     0.000080
   3197.07       0.000000    -0.002632     0.000007     0.000177
   3197.60       0.000000     0.016784     0.000282     0.007216
   3208.14       0.000000    -0.005986     0.000036     0.000918
   3214.73       0.000000    -0.012469     0.000155     0.003983
   3228.44       0.000000    -0.022466     0.000505     0.012929
   3234.94       0.000000    -0.006068     0.000037     0.000943
   3235.16       0.000000     0.004974     0.000025     0.000634
   3253.98       0.000000    -0.032221     0.001038     0.026595
   3255.23       0.000000    -0.014602     0.000213     0.005462
   3266.59       0.000000    -0.015276     0.000233     0.005977
   3294.97       0.000000    -0.078729     0.006198     0.158778
   3318.09       0.000000     0.001303     0.000002     0.000044
   3321.70       0.000000     0.128050     0.016397     0.420029
   3323.23       0.000000     0.020268     0.000411     0.010523
   3345.03       0.000000    -0.001471     0.000002     0.000055
   3356.07       0.000000     0.003943     0.000016     0.000398
   3358.73       0.000000    -0.002549     0.000006     0.000166
   3376.39       0.000000     0.015600     0.000243     0.006234
   3377.53       0.000000     0.025233     0.000637     0.016310
   3385.55       0.000000    -0.001868     0.000003     0.000089
   3396.68       0.000000    -0.006248     0.000039     0.001000
   3396.87       0.000000    -0.001582     0.000003     0.000064
   3404.32       0.000000     0.043842     0.001922     0.049239
   3416.98       0.000000    -0.012467     0.000155     0.003981
   3429.40       0.000000     0.031227     0.000975     0.024979
   3442.91       0.000000    -0.048050     0.002309     0.059143
   3446.42       0.000000     0.021353     0.000456     0.011680
   3453.66       0.000000     0.002110     0.000004     0.000114
   3473.20       0.000000     0.027600     0.000762     0.019514
   3483.49       0.000000    -0.107601     0.011578     0.296587
   3496.79       0.000000    -0.017496     0.000306     0.007841
   3506.69       0.000000    -0.001766     0.000003     0.000080
   3525.48       0.000000    -0.015183     0.000231     0.005906
   3547.28       0.000000    -0.001535     0.000002     0.000060
   3556.35       0.000000    -0.010979     0.000121     0.003088
   3559.87       0.000000    -0.002889     0.000008     0.000214
   3566.08       0.000000     0.036258     0.001315     0.033677
   3570.84       0.000000     0.008106     0.000066     0.001683
   3576.62       0.000000    -0.005766     0.000033     0.000852
   3576.76       0.000000     0.002015     0.000004     0.000104
   3594.48       0.000000    -0.016681     0.000278     0.007128
   3596.90       0.000000     0.019645     0.000386     0.009886
   3603.54       0.000000    -0.003196     0.000010     0.000262
   3614.74       0.000000    -0.007564     0.000057     0.001466
   3624.45       0.000000     0.002985     0.000009     0.000228
   3633.74       0.000000     0.101729     0.010349     0.265103
   3635.01       0.000000     0.026827     0.000720     0.018437
   3663.16       0.000000     0.091753     0.008419     0.215659
   3686.66       0.000000    -0.001208     0.000001     0.000037
   3700.83       0.000000     0.108167     0.011700     0.299720
   3701.42       0.000000     0.047315     0.002239     0.057348
   3713.20       0.000000    -0.027257     0.000743     0.019032
   3717.97       0.000000     0.007642     0.000058     0.001496
   3724.60       0.000000    -0.003271     0.000011     0.000274
   3724.76       0.000000     0.001911     0.000004     0.000094
   3727.22       0.000000    -0.002396     0.000006     0.000147
   3738.31       0.000000    -0.003397     0.000012     0.000296
   3744.90       0.000000    -0.012184     0.000148     0.003803
   3746.05       0.000000     0.030608     0.000937     0.023999
   3758.63       0.000000    -0.010663     0.000114     0.002912
   3765.08       0.000000     0.004764     0.000023     0.000581
   3765.31       0.000000     0.003176     0.000010     0.000258
   3784.14       0.000000     0.029261     0.000856     0.021933
   3785.36       0.000000     0.008835     0.000078     0.002000
   3811.40       0.000000     0.050204     0.002520     0.064565
   3814.83       0.000000     0.020869     0.000436     0.011156
   3825.15       0.000000    -0.048340     0.002337     0.059859
   3851.84       0.000000    -0.113517     0.012886     0.330099
   3853.43       0.000000    -0.017442     0.000304     0.007793
   3865.09       0.000000     0.021074     0.000444     0.011377
   3875.20       0.000000     0.001440     0.000002     0.000053
   3886.26       0.000000     0.002473     0.000006     0.000157
   3888.93       0.000000     0.001244     0.000002     0.000040
   3893.99       0.000000    -0.016370     0.000268     0.006865
   3906.58       0.000000    -0.008119     0.000066     0.001689
   3907.71       0.000000    -0.015745     0.000248     0.006350
   3915.69       0.000000    -0.001151     0.000001     0.000034
   3926.88       0.000000    -0.002716     0.000007     0.000189
   3934.46       0.000000    -0.039321     0.001546     0.039607
   3939.21       0.000000    -0.010201     0.000104     0.002666
   3945.18       0.000000     0.002253     0.000005     0.000130
   3959.59       0.000000    -0.027347     0.000748     0.019158
   3962.94       0.000000     0.015033     0.000226     0.005789
   3965.32       0.000000     0.007777     0.000060     0.001549
   3973.09       0.000000     0.032337     0.001046     0.026786
   3976.56       0.000000     0.013092     0.000171     0.004390
   3982.97       0.000000    -0.007195     0.000052     0.001326
   3983.80       0.000000    -0.001674     0.000003     0.000072
   4002.08       0.000000     0.144523     0.020887     0.535056
   4003.29       0.000000     0.019015     0.000362     0.009263
   4013.69       0.000000     0.052009     0.002705     0.069291
   4026.97       0.000000    -0.010348     0.000107     0.002743
   4055.66       0.000000    -0.010328     0.000107     0.002733
   4066.15       0.000000     0.001408     0.000002     0.000051
   4069.16       0.000000     0.139985     0.019596     0.501979
   4069.93       0.000000    -0.073304     0.005373     0.137650
   4086.53       0.000000     0.010823     0.000117     0.003001
   4090.05       0.000000    -0.002587     0.000007     0.000171
   4093.27       0.000000     0.001671     0.000003     0.000071
   4095.69       0.000000    -0.001219     0.000001     0.000038
   4096.27       0.000000     0.017810     0.000317     0.008125
   4101.02       0.000000    -0.004937     0.000024     0.000624
   4101.82       0.000000    -0.001885     0.000004     0.000091
   4106.92       0.000000     0.001296     0.000002     0.000043
   4107.02       0.000000    -0.004287     0.000018     0.000471
   4113.34       0.000000    -0.004362     0.000019     0.000487
   4124.65       0.000000     0.011167     0.000125     0.003194
   4127.04       0.000000     0.011955     0.000143     0.003661
   4133.52       0.000000    -0.001249     0.000002     0.000040
   4133.66       0.000000     0.002955     0.000009     0.000224
   4144.91       0.000000    -0.004190     0.000018     0.000450
   4152.26       0.000000    -0.036025     0.001298     0.033246
   4153.04       0.000000     0.021713     0.000471     0.012077
   4154.59       0.000000    -0.003056     0.000009     0.000239
   4163.92       0.000000     0.064370     0.004144     0.106143
   4165.16       0.000000     0.012353     0.000153     0.003909
   4191.51       0.000000    -0.076190     0.005805     0.148701
   4192.93       0.000000    -0.005704     0.000033     0.000833
   4201.04       0.000000     0.028477     0.000811     0.020774
   4206.88       0.000000     0.009189     0.000084     0.002163
   4216.84       0.000000    -0.001003     0.000001     0.000026
   4220.01       0.000000    -0.058197     0.003387     0.086761
   4221.88       0.000000     0.012711     0.000162     0.004139
   4225.77       0.000000     0.006124     0.000038     0.000961
   4231.20       0.000000     0.052881     0.002796     0.071634
   4232.00       0.000000     0.054969     0.003022     0.077403
   4235.82       0.000000     0.005994     0.000036     0.000920
   4248.16       0.000000     0.004230     0.000018     0.000458
   4254.77       0.000000    -0.003047     0.000009     0.000238
   4254.96       0.000000    -0.001044     0.000001     0.000028
   4257.38       0.000000     0.001435     0.000002     0.000053
   4268.51       0.000000    -0.001499     0.000002     0.000058
   4275.06       0.000000     0.008073     0.000065     0.001670
   4276.20       0.000000     0.027327     0.000747     0.019129
   4280.93       0.000000    -0.004276     0.000018     0.000468
   4295.23       0.000000    -0.002601     0.000007     0.000173
   4295.50       0.000000     0.001490     0.000002     0.000057
   4302.80       0.000000     0.020554     0.000422     0.010822
   4304.51       0.000000    -0.006377     0.000041     0.001042
   4314.30       0.000000     0.018233     0.000332     0.008516
   4315.56       0.000000     0.004184     0.000018     0.000448
   4324.89       0.000000     0.004670     0.000022     0.000559
   4327.10       0.000000     0.026426     0.000698     0.017889
   4341.53       0.000000    -0.048273     0.002330     0.059695
   4343.66       0.000000     0.050430     0.002543     0.065147
   4344.54       0.000000     0.031094     0.000967     0.024767
   4352.10       0.000000    -0.001651     0.000003     0.000070
   4354.84       0.000000    -0.005037     0.000025     0.000650
   4355.34       0.000000    -0.023239     0.000540     0.013835
   4358.01       0.000000    -0.005696     0.000032     0.000831
   4372.23       0.000000    -0.008082     0.000065     0.001673
   4381.99       0.000000     0.069330     0.004807     0.123130
   4383.63       0.000000     0.009123     0.000083     0.002132
   4395.23       0.000000     0.017937     0.000322     0.008242
   4411.09       0.000000    -0.050296     0.002530     0.064803
   4411.74       0.000000    -0.038688     0.001497     0.038341
   4416.46       0.000000     0.001212     0.000001     0.000038
   4424.16       0.000000     0.016311     0.000266     0.006815
   4428.90       0.000000     0.002279     0.000005     0.000133
   4437.90       0.000000    -0.007771     0.000060     0.001547
   4455.02       0.000000     0.005656     0.000032     0.000820
   4458.68       0.000000    -0.002385     0.000006     0.000146
   4464.60       0.000000     0.024289     0.000590     0.015113
   4469.35       0.000000    -0.008798     0.000077     0.001983
   4472.82       0.000000     0.002675     0.000007     0.000183
   4475.10       0.000000     0.002637     0.000007     0.000178
   4475.31       0.000000     0.001972     0.000004     0.000100
   4489.78       0.000000    -0.016154     0.000261     0.006685
   4491.25       0.000000     0.031720     0.001006     0.025774
   4493.10       0.000000     0.013913     0.000194     0.004959
   4493.86       0.000000     0.009964     0.000099     0.002543
   4495.44       0.000000    -0.005777     0.000033     0.000855
   4501.98       0.000000    -0.001250     0.000002     0.000040
   4502.53       0.000000     0.001979     0.000004     0.000100
   4503.29       0.000000     0.017282     0.000299     0.007651
   4506.75       0.000000     0.006234     0.000039     0.000996
   4512.96       0.000000    -0.005766     0.000033     0.000852
   4532.39       0.000000     0.130308     0.016980     0.434978
   4533.37       0.000000     0.008462     0.000072     0.001834
   4534.68       0.000000    -0.003772     0.000014     0.000364
   4557.17       0.000000    -0.004856     0.000024     0.000604
   4559.03       0.000000     0.027610     0.000762     0.019527
   4559.86       0.000000     0.022082     0.000488     0.012491
   4562.09       0.000000     0.060291     0.003635     0.093116
   4564.42       0.000000     0.009852     0.000097     0.002486
   4576.61       0.000000    -0.014083     0.000198     0.005081
   4585.85       0.000000     0.005527     0.000031     0.000782
   4589.20       0.000000     0.004043     0.000016     0.000419
   4596.65       0.000000    -0.004418     0.000020     0.000500
   4599.27       0.000000    -0.130765     0.017100     0.438033
   4600.08       0.000000    -0.057740     0.003334     0.085403
   4609.88       0.000000     0.008886     0.000079     0.002023
   4616.69       0.000000    -0.007355     0.000054     0.001386
   4620.23       0.000000    -0.001629     0.000003     0.000068
   4622.33       0.000000     0.004628     0.000021     0.000549
   4623.41       0.000000     0.001672     0.000003     0.000072
   4625.79       0.000000    -0.001090     0.000001     0.000030
   4631.22       0.000000     0.002274     0.000005     0.000132
   4637.00       0.000000     0.002421     0.000006     0.000150
   4642.19       0.000000    -0.009798     0.000096     0.002459
   4643.47       0.000000     0.004372     0.000019     0.000490
   4644.45       0.000000     0.020881     0.000436     0.011169
   4648.89       0.000000    -0.015816     0.000250     0.006408
   4654.82       0.000000     0.006067     0.000037     0.000943
   4657.21       0.000000     0.006009     0.000036     0.000925
   4663.75       0.000000     0.001998     0.000004     0.000102
   4669.89       0.000000    -0.013687     0.000187     0.004799
   4675.10       0.000000    -0.001640     0.000003     0.000069
   4681.92       0.000000     0.032332     0.001045     0.026778
   4683.22       0.000000    -0.020786     0.000432     0.011068
   4684.64       0.000000    -0.003483     0.000012     0.000311
   4687.31       0.000000     0.005235     0.000027     0.000702
   4693.69       0.000000    -0.003289     0.000011     0.000277
   4694.00       0.000000     0.034680     0.001203     0.030810
   4697.14       0.000000     0.012868     0.000166     0.004241
   4709.92       0.000000    -0.031856     0.001015     0.025996
   4711.57       0.000000    -0.006454     0.000042     0.001067
   4713.02       0.000000    -0.008510     0.000072     0.001855
   4722.71       0.000000     0.002013     0.000004     0.000104
   4724.43       0.000000    -0.048053     0.002309     0.059152
   4731.84       0.000000    -0.004216     0.000018     0.000455
   4737.06       0.000000     0.008519     0.000073     0.001859
   4741.31       0.000000     0.021718     0.000472     0.012083
   4745.49       0.000000    -0.004974     0.000025     0.000634
   4747.01       0.000000    -0.001186     0.000001     0.000036
   4750.04       0.000000     0.053143     0.002824     0.072347
   4751.86       0.000000    -0.012521     0.000157     0.004016
   4752.38       0.000000     0.056261     0.003165     0.081085
   4761.37       0.000000     0.028414     0.000807     0.020682
   4762.09       0.000000    -0.024796     0.000615     0.015751
   4765.31       0.000000    -0.012341     0.000152     0.003901
   4765.83       0.000000     0.007581     0.000057     0.001472
   4784.94       0.000000    -0.001839     0.000003     0.000087
   4790.11       0.000000     0.003022     0.000009     0.000234
   4792.58       0.000000    -0.011238     0.000126     0.003235
   4800.26       0.000000    -0.001451     0.000002     0.000054
   4805.25       0.000000     0.004215     0.000018     0.000455
   4806.36       0.000000     0.017152     0.000294     0.007536
   4811.09       0.000000    -0.003568     0.000013     0.000326
   4817.69       0.000000     0.007997     0.000064     0.001638
   4817.99       0.000000    -0.048318     0.002335     0.059806
   4819.15       0.000000     0.035332     0.001248     0.031979
   4825.42       0.000000    -0.001101     0.000001     0.000031
   4832.88       0.000000    -0.018216     0.000332     0.008500
   4834.54       0.000000    -0.006488     0.000042     0.001078
   4837.67       0.000000    -0.006845     0.000047     0.001200
   4838.44       0.000000     0.004236     0.000018     0.000460
   4843.28       0.000000     0.001367     0.000002     0.000048
   4844.49       0.000000    -0.008989     0.000081     0.002070
   4848.28       0.000000     0.005674     0.000032     0.000825
   4855.03       0.000000     0.002173     0.000005     0.000121
   4860.05       0.000000    -0.025108     0.000630     0.016149
   4861.90       0.000000    -0.003144     0.000010     0.000253
   4864.85       0.000000     0.002317     0.000005     0.000137
   4868.54       0.000000     0.007229     0.000052     0.001339
   4871.79       0.000000    -0.032761     0.001073     0.027495
   4872.78       0.000000     0.001010     0.000001     0.000026
   4874.05       0.000000    -0.052008     0.002705     0.069288
   4875.69       0.000000     0.002925     0.000009     0.000219
   4881.60       0.000000    -0.003312     0.000011     0.000281
   4882.95       0.000000     0.006020     0.000036     0.000928
   4885.02       0.000000    -0.004858     0.000024     0.000605
   4900.43       0.000000     0.116364     0.013541     0.346865
   4901.96       0.000000    -0.009522     0.000091     0.002323
   4902.42       0.000000     0.014422     0.000208     0.005328
   4912.19       0.000000    -0.033765     0.001140     0.029205
   4913.84       0.000000     0.004066     0.000017     0.000424
   4925.10       0.000000    -0.044852     0.002012     0.051532
   4925.37       0.000000    -0.011395     0.000130     0.003326
   4941.27       0.000000     0.056517     0.003194     0.081823
   4941.29       0.000000     0.010004     0.000100     0.002564
   4954.33       0.000000    -0.010947     0.000120     0.003070
   4959.09       0.000000    -0.002265     0.000005     0.000131
   4964.89       0.000000     0.002427     0.000006     0.000151
   4966.05       0.000000     0.037204     0.001384     0.035456
   4967.11       0.000000    -0.113837     0.012959     0.331966
   4985.14       0.000000    -0.007669     0.000059     0.001507
   4988.85       0.000000     0.001463     0.000002     0.000055
   4990.18       0.000000     0.019129     0.000366     0.009374
   4994.80       0.000000     0.011704     0.000137     0.003509
   4999.50       0.000000     0.005757     0.000033     0.000849
   5002.97       0.000000     0.002235     0.000005     0.000128
   5005.18       0.000000    -0.001940     0.000004     0.000096
   5005.43       0.000000     0.001175     0.000001     0.000035
   5007.78       0.000000    -0.011670     0.000136     0.003489
   5011.71       0.000000     0.009425     0.000089     0.002276
   5016.91       0.000000    -0.015513     0.000241     0.006165
   5019.99       0.000000    -0.008799     0.000077     0.001983
   5022.11       0.000000     0.025872     0.000669     0.017146
   5023.26       0.000000     0.009791     0.000096     0.002455
   5024.44       0.000000    -0.013384     0.000179     0.004589
   5025.61       0.000000    -0.003017     0.000009     0.000233
   5032.03       0.000000    -0.001311     0.000002     0.000044
   5042.77       0.000000    -0.003230     0.000010     0.000267
   5050.96       0.000000    -0.027228     0.000741     0.018991
   5051.63       0.000000     0.020388     0.000416     0.010648
   5062.50       0.000000     0.081273     0.006605     0.169205
   5063.55       0.000000    -0.004159     0.000017     0.000443
   5064.56       0.000000    -0.003147     0.000010     0.000254
   5076.65       0.000000     0.016440     0.000270     0.006923
   5087.63       0.000000    -0.001683     0.000003     0.000073
   5089.18       0.000000     0.028332     0.000803     0.020563
   5089.94       0.000000    -0.020959     0.000439     0.011253
   5091.61       0.000000     0.002347     0.000006     0.000141
   5092.18       0.000000    -0.052844     0.002792     0.071534
   5094.29       0.000000     0.014589     0.000213     0.005452
   5095.04       0.000000     0.030833     0.000951     0.024353
   5103.50       0.000000    -0.013901     0.000193     0.004950
   5105.50       0.000000     0.003920     0.000015     0.000394
   5109.91       0.000000    -0.007048     0.000050     0.001272
   5110.43       0.000000    -0.004525     0.000020     0.000525
   5119.35       0.000000     0.014941     0.000223     0.005719
   5122.24       0.000000     0.011687     0.000137     0.003499
   5126.63       0.000000    -0.001683     0.000003     0.000073
   5129.33       0.000000    -0.082665     0.006834     0.175052
   5130.19       0.000000    -0.031625     0.001000     0.025620
   5134.19       0.000000    -0.006993     0.000049     0.001253
   5144.59       0.000000    -0.009432     0.000089     0.002279
   5144.68       0.000000     0.002363     0.000006     0.000143
   5146.43       0.000000    -0.013116     0.000172     0.004407
   5146.89       0.000000    -0.004232     0.000018     0.000459
   5153.35       0.000000     0.001153     0.000001     0.000034
   5153.55       0.000000     0.001160     0.000001     0.000034
   5155.24       0.000000    -0.002878     0.000008     0.000212
   5167.18       0.000000     0.001006     0.000001     0.000026
   5172.31       0.000000     0.010058     0.000101     0.002591
   5173.61       0.000000     0.002869     0.000008     0.000211
   5174.46       0.000000     0.018869     0.000356     0.009121
   5177.90       0.000000    -0.014417     0.000208     0.005324
   5179.47       0.000000    -0.005478     0.000030     0.000769
   5193.80       0.000000    -0.001464     0.000002     0.000055
   5200.07       0.000000     0.012116     0.000147     0.003760
   5202.14       0.000000     0.006748     0.000046     0.001166
   5203.27       0.000000    -0.006338     0.000040     0.001029
   5207.31       0.000000    -0.014504     0.000210     0.005389
   5213.40       0.000000    -0.013252     0.000176     0.004498
   5216.66       0.000000    -0.013016     0.000169     0.004340
   5217.38       0.000000     0.006296     0.000040     0.001015
   5221.34       0.000000     0.003300     0.000011     0.000279
   5222.01       0.000000     0.003864     0.000015     0.000382
   5227.35       0.000000     0.013838     0.000191     0.004905
   5233.31       0.000000    -0.008065     0.000065     0.001666
   5237.53       0.000000     0.003273     0.000011     0.000274
   5239.65       0.000000    -0.036641     0.001343     0.034392
   5240.98       0.000000     0.001715     0.000003     0.000075
   5241.83       0.000000    -0.008008     0.000064     0.001643
   5242.49       0.000000     0.070717     0.005001     0.128105
   5243.64       0.000000    -0.002499     0.000006     0.000160
   5245.83       0.000000     0.003615     0.000013     0.000335
   5250.30       0.000000    -0.001291     0.000002     0.000043
   5252.67       0.000000    -0.005989     0.000036     0.000919
   5254.21       0.000000     0.002076     0.000004     0.000110
   5255.50       0.000000    -0.020959     0.000439     0.011253
   5262.54       0.000000    -0.001071     0.000001     0.000029
   5267.35       0.000000     0.005484     0.000030     0.000770
   5271.00       0.000000    -0.001621     0.000003     0.000067
   5280.02       0.000000     0.030817     0.000950     0.024327
   5281.09       0.000000    -0.056991     0.003248     0.083201
   5283.35       0.000000    -0.007505     0.000056     0.001443
   5294.63       0.000000    -0.010542     0.000111     0.002847
   5295.99       0.000000    -0.005221     0.000027     0.000698
   5309.40       0.000000    -0.065735     0.004321     0.110692
   5310.86       0.000000     0.035529     0.001262     0.032337
   5322.70       0.000000     0.010919     0.000119     0.003054
   5327.45       0.000000     0.002512     0.000006     0.000162
   5330.44       0.000000     0.001145     0.000001     0.000034
   5336.56       0.000000     0.008508     0.000072     0.001854
   5341.21       0.000000     0.002010     0.000004     0.000104
   5345.19       0.000000    -0.001194     0.000001     0.000037
   5347.89       0.000000     0.048714     0.002373     0.060789
   5349.20       0.000000     0.025705     0.000661     0.016926
   5353.60       0.000000     0.001960     0.000004     0.000098
   5356.33       0.000000     0.003491     0.000012     0.000312
   5362.29       0.000000    -0.011197     0.000125     0.003211
   5363.51       0.000000    -0.001852     0.000003     0.000088
   5364.11       0.000000     0.007156     0.000051     0.001312
   5365.53       0.000000     0.001057     0.000001     0.000029
   5367.38       0.000000    -0.001591     0.000003     0.000065
   5367.74       0.000000     0.006074     0.000037     0.000945
   5368.59       0.000000    -0.003278     0.000011     0.000275
   5371.20       0.000000    -0.001541     0.000002     0.000061
   5380.40       0.000000    -0.006200     0.000038     0.000985
   5385.15       0.000000    -0.001726     0.000003     0.000076
   5389.02       0.000000    -0.016465     0.000271     0.006945
   5390.52       0.000000     0.037949     0.001440     0.036892
   5391.71       0.000000     0.004009     0.000016     0.000412
   5399.96       0.000000     0.007414     0.000055     0.001408
   5401.22       0.000000    -0.002718     0.000007     0.000189
   5401.97       0.000000     0.017048     0.000291     0.007445
   5404.18       0.000000    -0.033033     0.001091     0.027952
   5405.57       0.000000    -0.003246     0.000011     0.000270
   5405.66       0.000000    -0.001424     0.000002     0.000052
   5412.00       0.000000    -0.002469     0.000006     0.000156
   5412.81       0.000000     0.002574     0.000007     0.000170
   5415.22       0.000000     0.003160     0.000010     0.000256
   5430.04       0.000000     0.105413     0.011112     0.284648
   5432.29       0.000000    -0.007129     0.000051     0.001302
   5455.19       0.000000     0.041194     0.001697     0.043469
   5455.56       0.000000    -0.006957     0.000048     0.001240
   5457.61       0.000000     0.034997     0.001225     0.031376
   5458.34       0.000000     0.021218     0.000450     0.011533
   5460.28       0.000000     0.027261     0.000743     0.019037
   5462.61       0.000000    -0.008922     0.000080     0.002039
   5469.87       0.000000     0.020407     0.000416     0.010668
   5471.45       0.000000    -0.029264     0.000856     0.021937
   5473.58       0.000000     0.021258     0.000452     0.011577
   5476.08       0.000000     0.001087     0.000001     0.000030
   5484.52       0.000000     0.005477     0.000030     0.000768
   5487.11       0.000000     0.010463     0.000109     0.002804
   5489.27       0.000000    -0.001070     0.000001     0.000029
   5495.02       0.000000    -0.003000     0.000009     0.000231
   5496.30       0.000000    -0.090483     0.008187     0.209727
   5500.14       0.000000     0.060634     0.003676     0.094179
   5509.47       0.000000     0.008684     0.000075     0.001932
   5515.28       0.000000     0.004843     0.000023     0.000601
   5517.75       0.000000    -0.008663     0.000075     0.001922
