Vibronics version 0
Yifan Shen 2021

Echo of user command line input:
/home-4/yshen57@jhu.edu/Software/Mine/vibronics/tools/eig/eig.exe -a alpha.txt -b beta.txt

Sat Apr 17 13:56:19 2021

Ground state energy = 26772.61 cm^-1
ΔE / cm^-1    convergence    amplitude     strength    normalized strength
   2754.58      -0.000000    -0.001080     0.000001     0.000259
   2761.94      -0.000000     0.005801     0.000034     0.007469
   2763.93       0.000000     0.012509     0.000156     0.034731
   2767.71       0.000000    -0.002930     0.000009     0.001905
   2776.90      -0.000000     0.003488     0.000012     0.002700
   2783.10      -0.000000     0.003335     0.000011     0.002469
   2786.31      -0.000000     0.001725     0.000003     0.000660
   2795.51       0.000000    -0.002004     0.000004     0.000892
   2796.41      -0.000000     0.001658     0.000003     0.000610
   2803.90      -0.000000    -0.001395     0.000002     0.000432
   2804.03      -0.000000     0.005476     0.000030     0.006657
   2815.79       0.000000    -0.001047     0.000001     0.000243
   2828.04      -0.000000    -0.006853     0.000047     0.010423
   2831.96      -0.000000    -0.009443     0.000089     0.019792
   2837.89      -0.000000    -0.001186     0.000001     0.000312
   2840.44       0.000000    -0.010936     0.000120     0.026544
   2849.31      -0.000000    -0.001023     0.000001     0.000232
   2852.39       0.000000     0.002736     0.000007     0.001661
   2855.15      -0.000000    -0.001232     0.000002     0.000337
   2861.57      -0.000000     0.007978     0.000064     0.014126
   2862.95      -0.000000     0.008039     0.000065     0.014345
   2864.25       0.000000     0.008658     0.000075     0.016637
   2865.08      -0.000000     0.014426     0.000208     0.046190
   2867.81      -0.000000    -0.005982     0.000036     0.007942
   2870.49      -0.000000    -0.001238     0.000002     0.000340
   2871.03       0.000000     0.002005     0.000004     0.000893
   2871.36      -0.000000     0.002466     0.000006     0.001350
   2879.56      -0.000000     0.002185     0.000005     0.001059
   2889.12      -0.000000    -0.002056     0.000004     0.000938
   2891.15       0.000000    -0.002725     0.000007     0.001648
   2895.04       0.000000     0.016965     0.000288     0.063880
   2901.03      -0.000000     0.007622     0.000058     0.012895
   2901.24       0.000000    -0.005312     0.000028     0.006263
   2902.18       0.000000     0.002355     0.000006     0.001231
   2907.58       0.000000    -0.001506     0.000002     0.000503
   2911.81       0.000000     0.001467     0.000002     0.000478
   2912.80       0.000000     0.011185     0.000125     0.027767
   2927.34       0.000000     0.002941     0.000009     0.001920
   2937.15       0.000000    -0.005768     0.000033     0.007384
   2937.60       0.000000     0.011322     0.000128     0.028449
   2938.45      -0.000000    -0.002051     0.000004     0.000933
   2940.51       0.000000    -0.001913     0.000004     0.000813
   2944.26       0.000000     0.001397     0.000002     0.000433
   2957.83      -0.000000    -0.007354     0.000054     0.012003
   2958.98       0.000000     0.008759     0.000077     0.017027
   2963.95      -0.000000    -0.001609     0.000003     0.000575
   2964.32       0.000000    -0.009404     0.000088     0.019627
   2966.54       0.000000     0.002314     0.000005     0.001188
   2970.75       0.000000    -0.009597     0.000092     0.020441
   2971.39      -0.000000    -0.008661     0.000075     0.016650
   2972.05       0.000000    -0.002005     0.000004     0.000892
   2974.96      -0.000000     0.001044     0.000001     0.000242
   2976.18      -0.000000     0.001283     0.000002     0.000365
   2986.02       0.000000    -0.007661     0.000059     0.013025
   2992.66      -0.000000     0.003007     0.000009     0.002006
   2993.84       0.000000    -0.005864     0.000034     0.007633
   2997.12       0.000000     0.001720     0.000003     0.000657
   2998.06       0.000000    -0.001905     0.000004     0.000806
   3004.86      -0.000000    -0.001933     0.000004     0.000830
   3010.11      -0.000000    -0.003494     0.000012     0.002710
   3016.30      -0.000000    -0.002236     0.000005     0.001110
   3030.26       0.000000    -0.001065     0.000001     0.000252
   3031.90      -0.000000    -0.001749     0.000003     0.000679
   3032.86      -0.000000     0.001183     0.000001     0.000311
   3034.31       0.000000    -0.001944     0.000004     0.000839
   3035.23      -0.000000     0.001259     0.000002     0.000352
   3049.49       0.000000     0.001463     0.000002     0.000475
   3052.23       0.000000     0.001825     0.000003     0.000739
   3053.76      -0.000000     0.006228     0.000039     0.008608
   3057.15      -0.000000     0.001645     0.000003     0.000601
   3070.25      -0.000000     0.001318     0.000002     0.000385
   3077.46       0.000000    -0.003778     0.000014     0.003167
   3080.72       0.000000     0.002058     0.000004     0.000940
   3081.28       0.000000    -0.002763     0.000008     0.001694
   3089.42      -0.000000     0.001383     0.000002     0.000425
   3095.73      -0.000000    -0.001008     0.000001     0.000225
   3098.32      -0.000000    -0.004619     0.000021     0.004735
   3107.80      -0.000000     0.001527     0.000002     0.000517
   3109.85       0.000000     0.001575     0.000002     0.000551
   3114.58       0.000000     0.002532     0.000006     0.001423
   3115.88       0.000000     0.006681     0.000045     0.009907
   3116.51      -0.000000     0.003085     0.000010     0.002113
   3121.82       0.000000    -0.001844     0.000003     0.000755
   3129.06       0.000000     0.005770     0.000033     0.007389
   3130.86       0.000000    -0.003034     0.000009     0.002043
   3130.98      -0.000000    -0.002732     0.000007     0.001657
   3139.82      -0.000000    -0.009358     0.000088     0.019435
   3140.93      -0.000000     0.004315     0.000019     0.004132
   3155.46       0.000000    -0.001611     0.000003     0.000576
   3158.40      -0.000000     0.006214     0.000039     0.008571
   3165.40      -0.000000    -0.001573     0.000002     0.000549
   3166.17       0.000000    -0.004734     0.000022     0.004975
   3175.04       0.000000    -0.001538     0.000002     0.000525
   3175.15      -0.000000    -0.004409     0.000019     0.004314
   3178.74      -0.000000    -0.001726     0.000003     0.000661
   3196.84      -0.000000     0.001723     0.000003     0.000659
   3201.51       0.000000     0.001397     0.000002     0.000433
   3204.11       0.000000    -0.001196     0.000001     0.000318
   3204.46      -0.000000    -0.003067     0.000009     0.002088
   3206.42      -0.000000     0.001573     0.000002     0.000549
   3207.88      -0.000000    -0.004106     0.000017     0.003742
   3210.49       0.000000     0.003043     0.000009     0.002055
   3212.53      -0.000000     0.007791     0.000061     0.013473
   3214.50       0.000000     0.015057     0.000227     0.050317
   3216.62      -0.000000    -0.008256     0.000068     0.015128
   3222.24       0.000000     0.001543     0.000002     0.000528
   3226.29      -0.000000    -0.001063     0.000001     0.000251
   3234.01      -0.000000     0.001407     0.000002     0.000439
   3238.27      -0.000000     0.001630     0.000003     0.000590
   3256.40      -0.000000    -0.003407     0.000012     0.002576
   3257.18      -0.000000     0.001869     0.000003     0.000776
   3258.31       0.000000     0.014050     0.000197     0.043814
   3259.81       0.000000    -0.003850     0.000015     0.003290
   3261.71      -0.000000    -0.004099     0.000017     0.003728
   3262.59      -0.000000     0.001121     0.000001     0.000279
   3266.33      -0.000000     0.002704     0.000007     0.001623
   3267.12      -0.000000    -0.003080     0.000009     0.002105
   3274.31      -0.000000     0.007034     0.000049     0.010983
   3279.06      -0.000000    -0.003760     0.000014     0.003138
   3283.26      -0.000000     0.005155     0.000027     0.005898
   3283.59       0.000000     0.013760     0.000189     0.042026
   3284.89      -0.000000     0.004892     0.000024     0.005313
   3286.56      -0.000000    -0.006008     0.000036     0.008011
   3288.38       0.000000    -0.005221     0.000027     0.006049
   3289.99       0.000000     0.005088     0.000026     0.005747
   3291.12       0.000000    -0.006632     0.000044     0.009761
   3293.21       0.000000     0.008604     0.000074     0.016433
   3294.40       0.000000    -0.001857     0.000003     0.000766
   3296.71       0.000000     0.008328     0.000069     0.015392
   3297.65       0.000000    -0.002009     0.000004     0.000896
   3300.40       0.000000     0.002854     0.000008     0.001808
   3301.08      -0.000000     0.002193     0.000005     0.001067
   3306.17      -0.000000     0.007816     0.000061     0.013559
   3307.47       0.000000     0.008840     0.000078     0.017345
   3312.94       0.000000    -0.007061     0.000050     0.011065
   3315.66       0.000000     0.001767     0.000003     0.000693
   3316.44      -0.000000     0.001393     0.000002     0.000430
   3321.43      -0.000000     0.002018     0.000004     0.000903
   3321.98      -0.000000    -0.004658     0.000022     0.004817
   3324.70      -0.000000     0.001242     0.000002     0.000342
   3326.36       0.000000     0.003006     0.000009     0.002006
   3331.29      -0.000000    -0.008652     0.000075     0.016615
   3332.69      -0.000000     0.007233     0.000052     0.011612
   3333.66      -0.000000    -0.004481     0.000020     0.004457
   3345.66       0.000000     0.004775     0.000023     0.005060
   3348.26      -0.000000     0.001016     0.000001     0.000229
   3349.67      -0.000000    -0.003017     0.000009     0.002021
   3351.66       0.000000    -0.005134     0.000026     0.005851
   3352.71      -0.000000    -0.001330     0.000002     0.000393
   3355.07      -0.000000     0.003625     0.000013     0.002916
   3356.34       0.000000     0.019797     0.000392     0.086989
   3359.87      -0.000000     0.010362     0.000107     0.023832
   3360.13       0.000000     0.009090     0.000083     0.018338
   3364.18      -0.000000    -0.001581     0.000003     0.000555
   3366.50      -0.000000     0.020028     0.000401     0.089029
   3367.96      -0.000000    -0.003199     0.000010     0.002271
   3371.55      -0.000000     0.002425     0.000006     0.001305
   3375.96      -0.000000     0.013752     0.000189     0.041976
   3376.42      -0.000000    -0.008971     0.000080     0.017861
   3378.79      -0.000000     0.027139     0.000737     0.163468
   3379.83       0.000000     0.017398     0.000303     0.067184
   3380.76      -0.000000     0.003765     0.000014     0.003146
   3384.84       0.000000     0.005192     0.000027     0.005983
   3385.44      -0.000000     0.013626     0.000186     0.041210
   3388.98      -0.000000    -0.001699     0.000003     0.000641
   3389.98      -0.000000     0.003714     0.000014     0.003062
   3390.76       0.000000     0.003042     0.000009     0.002054
   3393.59      -0.000000     0.004114     0.000017     0.003756
   3394.95       0.000000     0.001052     0.000001     0.000246
   3397.78       0.000000    -0.003178     0.000010     0.002242
   3398.97      -0.000000    -0.002750     0.000008     0.001679
   3400.30       0.000000    -0.002213     0.000005     0.001087
   3409.39      -0.000000     0.002822     0.000008     0.001767
   3413.39      -0.000000    -0.001340     0.000002     0.000399
   3414.73      -0.000000     0.009426     0.000089     0.019722
   3416.65      -0.000000    -0.002855     0.000008     0.001809
   3417.68      -0.000000     0.005908     0.000035     0.007748
   3419.86       0.000000     0.010150     0.000103     0.022868
   3420.93       0.000000    -0.007947     0.000063     0.014016
   3423.01      -0.000000    -0.006765     0.000046     0.010158
   3426.11       0.000000    -0.001025     0.000001     0.000233
   3429.92       0.000000     0.001105     0.000001     0.000271
   3430.64       0.000000    -0.005972     0.000036     0.007916
   3431.81      -0.000000    -0.001393     0.000002     0.000431
   3434.42       0.000000    -0.003875     0.000015     0.003333
   3436.44       0.000000     0.005575     0.000031     0.006899
   3437.76       0.000000    -0.005099     0.000026     0.005771
   3440.26       0.000000     0.002572     0.000007     0.001468
   3443.14       0.000000    -0.006604     0.000044     0.009681
   3444.97      -0.000000    -0.004711     0.000022     0.004926
   3447.41       0.000000    -0.016243     0.000264     0.058561
   3447.99      -0.000000    -0.022598     0.000511     0.113344
   3450.09      -0.000000     0.003249     0.000011     0.002343
   3454.28      -0.000000    -0.005672     0.000032     0.007141
   3455.60       0.000000    -0.003456     0.000012     0.002651
   3456.46       0.000000     0.004521     0.000020     0.004536
   3458.91       0.000000    -0.003329     0.000011     0.002460
   3460.42      -0.000000    -0.003913     0.000015     0.003399
   3462.69      -0.000000     0.002265     0.000005     0.001139
   3464.29       0.000000     0.001615     0.000003     0.000579
   3466.35      -0.000000     0.006942     0.000048     0.010697
   3473.21      -0.000000    -0.001431     0.000002     0.000454
   3475.17       0.000000    -0.006492     0.000042     0.009354
   3475.70       0.000000     0.004271     0.000018     0.004050
   3480.55      -0.000000     0.004981     0.000025     0.005506
   3482.24      -0.000000    -0.001852     0.000003     0.000761
   3483.50      -0.000000     0.005128     0.000026     0.005837
   3484.59       0.000000     0.001732     0.000003     0.000666
   3487.22      -0.000000     0.012914     0.000167     0.037015
   3491.52       0.000000     0.001890     0.000004     0.000792
   3492.40      -0.000000     0.006198     0.000038     0.008526
   3494.14       0.000000     0.008429     0.000071     0.015771
   3496.07       0.000000    -0.003686     0.000014     0.003016
   3496.86      -0.000000    -0.005195     0.000027     0.005989
   3499.29      -0.000000     0.001240     0.000002     0.000341
   3501.50      -0.000000    -0.001519     0.000002     0.000512
   3514.22      -0.000000     0.006855     0.000047     0.010431
   3517.33       0.000000     0.003660     0.000013     0.002973
   3519.27       0.000000    -0.007793     0.000061     0.013480
   3520.55      -0.000000    -0.014235     0.000203     0.044974
   3522.15       0.000000    -0.005931     0.000035     0.007809
   3523.43       0.000000     0.004661     0.000022     0.004821
   3526.18       0.000000    -0.012758     0.000163     0.036127
   3527.27      -0.000000    -0.004835     0.000023     0.005188
   3529.68       0.000000    -0.004931     0.000024     0.005397
   3532.54       0.000000     0.010396     0.000108     0.023988
   3535.43      -0.000000     0.004779     0.000023     0.005069
   3537.19       0.000000     0.001678     0.000003     0.000625
   3539.67      -0.000000     0.001508     0.000002     0.000505
   3540.33       0.000000     0.005091     0.000026     0.005753
   3547.13      -0.000000    -0.003731     0.000014     0.003090
   3548.33       0.000000    -0.004687     0.000022     0.004876
   3549.18      -0.000000    -0.007746     0.000060     0.013318
   3551.91       0.000000    -0.003388     0.000011     0.002548
   3553.65      -0.000000    -0.003789     0.000014     0.003187
   3555.57       0.000000    -0.002586     0.000007     0.001485
   3559.15      -0.000000    -0.001312     0.000002     0.000382
   3560.60       0.000000    -0.003309     0.000011     0.002430
   3561.94      -0.000000    -0.004915     0.000024     0.005362
   3564.20       0.000000    -0.003662     0.000013     0.002976
   3567.03      -0.000000    -0.001056     0.000001     0.000247
   3571.92       0.000000     0.002919     0.000009     0.001891
   3573.36      -0.000000     0.001022     0.000001     0.000232
   3575.90       0.000000     0.004146     0.000017     0.003816
   3579.09      -0.000000     0.002086     0.000004     0.000965
   3579.69       0.000000     0.003625     0.000013     0.002917
   3582.88       0.000000    -0.004501     0.000020     0.004497
   3585.21       0.000000     0.005971     0.000036     0.007914
   3587.10       0.000000    -0.003146     0.000010     0.002197
   3590.29      -0.000000    -0.001586     0.000003     0.000558
   3591.28       0.000000    -0.001133     0.000001     0.000285
   3596.79       0.000000    -0.006984     0.000049     0.010826
   3597.40      -0.000000    -0.003976     0.000016     0.003508
   3600.02       0.000000    -0.003467     0.000012     0.002667
   3607.20      -0.000000     0.004538     0.000021     0.004570
   3607.70      -0.000000    -0.003305     0.000011     0.002425
   3609.93      -0.000000     0.003351     0.000011     0.002492
   3612.76      -0.000000    -0.003077     0.000009     0.002101
   3613.92       0.000000    -0.006710     0.000045     0.009992
   3615.58      -0.000000    -0.004510     0.000020     0.004514
   3619.03      -0.000000     0.001993     0.000004     0.000882
   3621.49       0.000000     0.003497     0.000012     0.002714
   3623.52       0.000000    -0.001946     0.000004     0.000840
   3625.39       0.000000     0.001825     0.000003     0.000739
   3627.93       0.000000    -0.004861     0.000024     0.005243
   3628.53       0.000000     0.005918     0.000035     0.007774
   3631.99       0.000000    -0.001104     0.000001     0.000271
   3634.11      -0.000000    -0.002333     0.000005     0.001208
   3637.45       0.000000     0.003948     0.000016     0.003460
   3641.74       0.000000    -0.001112     0.000001     0.000275
   3644.89      -0.000000    -0.004117     0.000017     0.003762
   3645.81      -0.000000     0.005488     0.000030     0.006686
   3651.24       0.000000    -0.002805     0.000008     0.001746
   3652.15      -0.000000    -0.003027     0.000009     0.002034
   3656.74       0.000000    -0.001442     0.000002     0.000462
   3657.79       0.000000     0.007342     0.000054     0.011964
   3659.51      -0.000000     0.005688     0.000032     0.007182
   3662.73       0.000000     0.002583     0.000007     0.001481
   3665.16       0.000000    -0.001821     0.000003     0.000736
   3667.64       0.000000     0.004884     0.000024     0.005295
   3669.00      -0.000000     0.009322     0.000087     0.019287
   3671.48      -0.000000    -0.002624     0.000007     0.001528
   3674.18      -0.000000     0.002740     0.000008     0.001666
   3675.59       0.000000     0.004838     0.000023     0.005195
   3677.24      -0.000000     0.001689     0.000003     0.000633
   3680.73       0.000000     0.001762     0.000003     0.000689
   3683.15      -0.000000     0.004452     0.000020     0.004399
   3685.24      -0.000000    -0.001618     0.000003     0.000581
   3687.19      -0.000000     0.005509     0.000030     0.006735
   3690.30      -0.000000    -0.003132     0.000010     0.002177
   3691.73      -0.000000     0.001616     0.000003     0.000580
   3695.35      -0.000000    -0.003278     0.000011     0.002385
   3696.56       0.000000    -0.002539     0.000006     0.001431
   3698.46       0.000000     0.002872     0.000008     0.001831
   3700.67      -0.000000     0.005091     0.000026     0.005752
   3705.04      -0.000000    -0.004338     0.000019     0.004176
   3706.16      -0.000000     0.005595     0.000031     0.006949
   3709.26       0.000000     0.001065     0.000001     0.000252
   3713.67       0.000000     0.003657     0.000013     0.002969
   3716.14      -0.000000     0.001183     0.000001     0.000310
   3718.75       0.000000     0.001788     0.000003     0.000710
   3720.82      -0.000000     0.004080     0.000017     0.003694
   3723.74      -0.000000    -0.001131     0.000001     0.000284
   3725.54       0.000000    -0.003545     0.000013     0.002789
   3727.58      -0.000000    -0.005728     0.000033     0.007283
   3730.98      -0.000000     0.002978     0.000009     0.001969
   3731.88       0.000000     0.003803     0.000014     0.003210
   3734.53      -0.000000     0.004328     0.000019     0.004158
   3739.02       0.000000     0.005701     0.000033     0.007215
   3740.31       0.000000    -0.012370     0.000153     0.033964
   3741.73       0.000000     0.005666     0.000032     0.007124
   3743.78       0.000000    -0.015130     0.000229     0.050808
   3746.91      -0.000000    -0.010554     0.000111     0.024723
   3749.12      -0.000000     0.008484     0.000072     0.015976
   3749.90      -0.000000    -0.007888     0.000062     0.013810
   3753.46      -0.000000     0.001755     0.000003     0.000684
   3755.94       0.000000     0.002557     0.000007     0.001451
   3757.38      -0.000000     0.001514     0.000002     0.000509
   3760.86       0.000000     0.001929     0.000004     0.000826
   3763.46      -0.000000     0.001251     0.000002     0.000347
   3767.77      -0.000000    -0.002442     0.000006     0.001323
   3769.59       0.000000    -0.001169     0.000001     0.000303
   3771.86      -0.000000    -0.003489     0.000012     0.002702
   3773.07       0.000000    -0.001870     0.000003     0.000776
   3776.30      -0.000000    -0.002629     0.000007     0.001534
   3778.01       0.000000    -0.001559     0.000002     0.000539
   3779.82      -0.000000    -0.005113     0.000026     0.005801
   3783.89       0.000000    -0.001543     0.000002     0.000528
   3786.59       0.000000     0.007313     0.000053     0.011869
   3787.78      -0.000000     0.010745     0.000115     0.025627
   3790.77      -0.000000    -0.003931     0.000015     0.003429
   3793.24       0.000000    -0.002741     0.000008     0.001667
   3795.86      -0.000000    -0.006680     0.000045     0.009905
   3796.75      -0.000000     0.003958     0.000016     0.003476
   3801.50       0.000000     0.001813     0.000003     0.000729
   3804.53      -0.000000     0.002767     0.000008     0.001699
   3806.31      -0.000000    -0.008626     0.000074     0.016517
   3807.91       0.000000    -0.007452     0.000056     0.012324
   3810.75      -0.000000    -0.011362     0.000129     0.028655
   3813.11      -0.000000     0.018931     0.000358     0.079547
   3814.60      -0.000000    -0.014301     0.000205     0.045393
   3818.19      -0.000000     0.005948     0.000035     0.007853
   3819.66      -0.000000    -0.009770     0.000095     0.021187
   3821.93      -0.000000     0.005378     0.000029     0.006419
   3825.41       0.000000     0.007104     0.000050     0.011202
   3826.31      -0.000000     0.006153     0.000038     0.008402
   3830.10       0.000000     0.006375     0.000041     0.009021
   3832.09      -0.000000     0.003084     0.000010     0.002110
   3835.19       0.000000     0.010704     0.000115     0.025429
   3836.13      -0.000000     0.012501     0.000156     0.034684
   3839.87       0.000000     0.004856     0.000024     0.005235
   3842.58      -0.000000     0.008521     0.000073     0.016115
   3844.02       0.000000     0.002796     0.000008     0.001736
   3847.90       0.000000    -0.007705     0.000059     0.013175
   3849.54       0.000000     0.007572     0.000057     0.012725
   3851.31      -0.000000     0.007977     0.000064     0.014124
   3853.92       0.000000     0.005305     0.000028     0.006247
   3857.13      -0.000000     0.005351     0.000029     0.006356
   3859.32       0.000000     0.014915     0.000222     0.049378
   3861.10      -0.000000     0.004575     0.000021     0.004645
   3863.25       0.000000     0.003965     0.000016     0.003489
   3870.45       0.000000     0.005414     0.000029     0.006505
   3871.76      -0.000000     0.004353     0.000019     0.004206
   3874.71       0.000000     0.001361     0.000002     0.000411
   3878.21       0.000000    -0.013184     0.000174     0.038581
   3880.24      -0.000000    -0.010248     0.000105     0.023311
   3882.67      -0.000000     0.013639     0.000186     0.041285
   3884.61      -0.000000    -0.003393     0.000012     0.002555
   3887.83      -0.000000     0.010709     0.000115     0.025456
   3889.10       0.000000     0.012520     0.000157     0.034790
   3893.10      -0.000000     0.012981     0.000169     0.037402
   3894.14       0.000000     0.010716     0.000115     0.025485
   3898.03      -0.000000     0.019762     0.000391     0.086681
   3899.36       0.000000     0.036250     0.001314     0.291653
   3901.90       0.000000    -0.006732     0.000045     0.010059
   3904.35       0.000000     0.004757     0.000023     0.005023
   3906.58       0.000000    -0.007154     0.000051     0.011358
   3909.14       0.000000     0.007181     0.000052     0.011444
   3912.11       0.000000    -0.003804     0.000014     0.003212
   3915.14      -0.000000    -0.007649     0.000059     0.012984
   3916.80      -0.000000     0.006258     0.000039     0.008691
   3918.78      -0.000000    -0.004896     0.000024     0.005321
   3921.81      -0.000000     0.001779     0.000003     0.000702
   3924.86      -0.000000    -0.002509     0.000006     0.001398
   3928.37       0.000000    -0.005014     0.000025     0.005581
   3930.23      -0.000000    -0.003252     0.000011     0.002347
   3932.11      -0.000000     0.002455     0.000006     0.001338
   3936.37      -0.000000    -0.002269     0.000005     0.001142
   3939.42       0.000000    -0.009344     0.000087     0.019378
   3941.76       0.000000     0.014706     0.000216     0.048001
   3943.96       0.000000    -0.012452     0.000155     0.034414
   3946.04       0.000000     0.005188     0.000027     0.005974
   3947.99      -0.000000     0.008078     0.000065     0.014484
   3950.74      -0.000000    -0.006022     0.000036     0.008050
   3952.69      -0.000000     0.013279     0.000176     0.039134
   3956.83      -0.000000    -0.012463     0.000155     0.034477
   3957.84      -0.000000     0.014371     0.000207     0.045841
   3961.44       0.000000     0.002493     0.000006     0.001380
   3964.54       0.000000    -0.007117     0.000051     0.011241
   3965.90       0.000000     0.006799     0.000046     0.010260
   3969.32      -0.000000     0.004694     0.000022     0.004890
   3971.51       0.000000     0.011368     0.000129     0.028681
   3974.68      -0.000000     0.012204     0.000149     0.033056
   3976.29       0.000000     0.011630     0.000135     0.030022
   3979.53       0.000000    -0.005245     0.000028     0.006107
   3981.13      -0.000000    -0.009513     0.000090     0.020085
   3984.15      -0.000000     0.002565     0.000007     0.001461
   3986.18      -0.000000    -0.004235     0.000018     0.003981
   3990.68       0.000000    -0.001870     0.000003     0.000776
   3992.96      -0.000000    -0.004162     0.000017     0.003844
   3996.23      -0.000000     0.003266     0.000011     0.002368
   3998.51       0.000000     0.003671     0.000013     0.002991
   4000.48       0.000000    -0.003780     0.000014     0.003171
   4003.47      -0.000000    -0.007791     0.000061     0.013473
   4005.95      -0.000000     0.001251     0.000002     0.000347
   4010.03       0.000000     0.008107     0.000066     0.014586
   4012.20      -0.000000     0.005983     0.000036     0.007945
   4014.37      -0.000000    -0.012589     0.000158     0.035175
   4016.49      -0.000000     0.012663     0.000160     0.035588
   4018.87      -0.000000    -0.008606     0.000074     0.016439
   4021.52       0.000000    -0.011705     0.000137     0.030411
   4024.56       0.000000     0.003069     0.000009     0.002091
   4028.03      -0.000000     0.014285     0.000204     0.045290
   4030.18      -0.000000    -0.002647     0.000007     0.001555
   4032.03       0.000000    -0.004261     0.000018     0.004030
   4035.80       0.000000     0.004069     0.000017     0.003674
   4038.34      -0.000000     0.008221     0.000068     0.014999
   4040.62      -0.000000    -0.016551     0.000274     0.060802
   4041.58      -0.000000     0.011691     0.000137     0.030334
   4045.99       0.000000     0.003072     0.000009     0.002094
   4048.43       0.000000    -0.003439     0.000012     0.002624
   4051.54      -0.000000    -0.002428     0.000006     0.001309
   4054.75       0.000000    -0.005240     0.000027     0.006094
   4056.35      -0.000000    -0.005176     0.000027     0.005946
   4058.77      -0.000000     0.002232     0.000005     0.001105
   4061.26      -0.000000    -0.003840     0.000015     0.003273
   4064.76       0.000000    -0.002111     0.000004     0.000989
   4067.99       0.000000     0.002217     0.000005     0.001091
   4071.30      -0.000000     0.005044     0.000025     0.005647
   4073.15      -0.000000    -0.008000     0.000064     0.014205
   4075.10       0.000000    -0.007019     0.000049     0.010933
   4077.70      -0.000000    -0.005790     0.000034     0.007441
   4080.81       0.000000    -0.003681     0.000014     0.003008
   4082.89      -0.000000    -0.003933     0.000015     0.003433
   4086.90      -0.000000     0.003157     0.000010     0.002212
   4090.05       0.000000     0.006376     0.000041     0.009023
   4091.77       0.000000    -0.006718     0.000045     0.010016
   4094.85      -0.000000    -0.007488     0.000056     0.012445
   4096.40       0.000000    -0.007242     0.000052     0.011642
   4099.11      -0.000000    -0.004160     0.000017     0.003840
   4102.10      -0.000000     0.003243     0.000011     0.002334
   4105.21       0.000000     0.002600     0.000007     0.001500
   4107.89       0.000000    -0.001990     0.000004     0.000879
   4111.71      -0.000000    -0.003932     0.000015     0.003432
   4113.30      -0.000000     0.005434     0.000030     0.006554
