Vibronics version 0
Yifan Shen 2021

Echo of user command line input:
/home-4/yshen57@jhu.edu/Software/Mine/vibronics/tools/eig/eig.exe -a alpha.txt -b beta.txt

Sat Apr 10 20:58:09 2021

Ground state energy = 27494.41 cm^-1
ΔE / cm^-1    convergence    amplitude     strength    normalized strength
   3178.70       0.000000     0.001601     0.000003     0.000092
   3199.00       0.000000    -0.003440     0.000012     0.000423
   3225.18       0.000000    -0.001602     0.000003     0.000092
   3236.72      -0.000000     0.002917     0.000009     0.000304
   3265.98      -0.000000    -0.007692     0.000059     0.002114
   3266.18      -0.000000     0.004447     0.000020     0.000706
   3270.58       0.000000    -0.014475     0.000210     0.007485
   3293.18      -0.000000    -0.007224     0.000052     0.001864
   3301.70       0.000000     0.007204     0.000052     0.001854
   3385.22       0.000000    -0.001376     0.000002     0.000068
   3400.50      -0.000000    -0.003153     0.000010     0.000355
   3413.88      -0.000000    -0.002181     0.000005     0.000170
   3417.15      -0.000000     0.005546     0.000031     0.001099
   3425.15       0.000000    -0.001804     0.000003     0.000116
   3427.56       0.000000    -0.038323     0.001469     0.052468
   3442.63       0.000000    -0.009839     0.000097     0.003458
   3453.76      -0.000000     0.002451     0.000006     0.000215
   3510.61       0.000000    -0.008164     0.000067     0.002381
   3536.32      -0.000000     0.001934     0.000004     0.000134
   3538.40      -0.000000    -0.001406     0.000002     0.000071
   3541.42      -0.000000     0.003593     0.000013     0.000461
   3542.65       0.000000    -0.009648     0.000093     0.003326
   3543.52      -0.000000     0.003483     0.000012     0.000433
   3548.27       0.000000     0.006574     0.000043     0.001544
   3564.78       0.000000     0.001799     0.000003     0.000116
   3566.73      -0.000000    -0.004746     0.000023     0.000805
   3594.11      -0.000000     0.003239     0.000010     0.000375
   3601.37       0.000000     0.025802     0.000666     0.023783
   3622.79       0.000000     0.063114     0.003983     0.142307
   3637.19       0.000000    -0.002074     0.000004     0.000154
   3665.16      -0.000000    -0.001121     0.000001     0.000045
   3667.40       0.000000    -0.003329     0.000011     0.000396
   3671.77       0.000000     0.001394     0.000002     0.000069
   3672.93      -0.000000    -0.002091     0.000004     0.000156
   3688.92       0.000000     0.002663     0.000007     0.000253
   3729.18       0.000000     0.001941     0.000004     0.000135
   3754.76       0.000000     0.001196     0.000001     0.000051
   3771.09       0.000000    -0.016730     0.000280     0.009999
   3781.85      -0.000000    -0.001084     0.000001     0.000042
   3784.63      -0.000000     0.003945     0.000016     0.000556
   3796.44       0.000000     0.003235     0.000010     0.000374
   3822.85      -0.000000    -0.009285     0.000086     0.003080
   3878.16       0.000000    -0.001609     0.000003     0.000092
   3901.72      -0.000000    -0.001190     0.000001     0.000051
   3904.39      -0.000000     0.003185     0.000010     0.000362
   3910.47       0.000000     0.001103     0.000001     0.000043
   3913.43      -0.000000     0.049586     0.002459     0.087841
   3914.87      -0.000000    -0.017603     0.000310     0.011070
   3924.41      -0.000000    -0.006488     0.000042     0.001504
   3931.05       0.000000     0.005943     0.000035     0.001262
   3943.01      -0.000000    -0.001815     0.000003     0.000118
   3944.14      -0.000000     0.002042     0.000004     0.000149
   3945.51       0.000000     0.002999     0.000009     0.000321
   3948.48       0.000000    -0.009330     0.000087     0.003110
   3952.14       0.000000     0.001893     0.000004     0.000128
   3972.50       0.000000     0.003025     0.000009     0.000327
   3974.27       0.000000     0.003574     0.000013     0.000456
   3984.03       0.000000    -0.001158     0.000001     0.000048
   4011.18       0.000000     0.005923     0.000035     0.001253
   4028.06       0.000000     0.001869     0.000003     0.000125
   4031.69       0.000000     0.016626     0.000276     0.009875
   4035.77       0.000000     0.004165     0.000017     0.000620
   4072.23      -0.000000     0.001558     0.000002     0.000087
   4074.23       0.000000    -0.009569     0.000092     0.003271
   4075.14      -0.000000     0.020891     0.000436     0.015591
   4084.05       0.000000    -0.004710     0.000022     0.000793
   4095.00      -0.000000     0.002883     0.000008     0.000297
   4096.65      -0.000000    -0.004215     0.000018     0.000635
   4120.71      -0.000000    -0.001022     0.000001     0.000037
   4124.07      -0.000000    -0.002932     0.000009     0.000307
   4125.35      -0.000000     0.001824     0.000003     0.000119
   4132.73       0.000000     0.009901     0.000098     0.003502
   4134.10       0.000000     0.003105     0.000010     0.000344
   4156.65       0.000000    -0.006528     0.000043     0.001523
   4159.79      -0.000000    -0.001410     0.000002     0.000071
   4162.69       0.000000    -0.002439     0.000006     0.000212
   4164.59      -0.000000    -0.001008     0.000001     0.000036
   4169.42      -0.000000     0.043480     0.001891     0.067539
   4176.17      -0.000000     0.001358     0.000002     0.000066
   4190.80       0.000000    -0.001147     0.000001     0.000047
   4193.49      -0.000000    -0.002343     0.000005     0.000196
   4195.09      -0.000000     0.004138     0.000017     0.000612
   4201.90      -0.000000     0.005396     0.000029     0.001040
   4202.40      -0.000000    -0.001924     0.000004     0.000132
   4219.10       0.000000    -0.002121     0.000005     0.000161
   4244.71       0.000000    -0.001071     0.000001     0.000041
   4276.65      -0.000000    -0.002015     0.000004     0.000145
   4289.60       0.000000    -0.002252     0.000005     0.000181
   4291.62      -0.000000    -0.002035     0.000004     0.000148
   4299.25      -0.000000    -0.001661     0.000003     0.000099
   4304.88      -0.000000    -0.002125     0.000005     0.000161
   4312.06      -0.000000    -0.001466     0.000002     0.000077
   4314.77      -0.000000     0.006272     0.000039     0.001405
   4315.68      -0.000000    -0.001495     0.000002     0.000080
   4326.75       0.000000    -0.003805     0.000014     0.000517
   4329.89      -0.000000    -0.001101     0.000001     0.000043
   4352.33       0.000000    -0.010209     0.000104     0.003724
   4355.45       0.000000     0.003473     0.000012     0.000431
   4380.39      -0.000000     0.005642     0.000032     0.001137
   4394.71      -0.000000    -0.001060     0.000001     0.000040
   4408.22       0.000000    -0.009403     0.000088     0.003159
   4413.17       0.000000    -0.048422     0.002345     0.083766
   4434.42      -0.000000    -0.001391     0.000002     0.000069
   4436.24       0.000000     0.001120     0.000001     0.000045
   4439.99      -0.000000     0.001113     0.000001     0.000044
   4441.57      -0.000000     0.002486     0.000006     0.000221
   4444.53       0.000000     0.004325     0.000019     0.000668
   4445.55      -0.000000    -0.002039     0.000004     0.000148
   4451.06      -0.000000     0.001207     0.000001     0.000052
   4461.07       0.000000    -0.002099     0.000004     0.000157
   4463.64      -0.000000     0.001092     0.000001     0.000043
   4470.38      -0.000000    -0.002512     0.000006     0.000225
   4472.63      -0.000000     0.001287     0.000002     0.000059
   4472.98      -0.000000     0.002660     0.000007     0.000253
   4474.29       0.000000    -0.001278     0.000002     0.000058
   4478.67       0.000000     0.005481     0.000030     0.001073
   4480.34      -0.000000     0.002358     0.000006     0.000199
   4482.50      -0.000000     0.001926     0.000004     0.000133
   4504.40       0.000000     0.002638     0.000007     0.000249
   4525.89       0.000000     0.006523     0.000043     0.001520
   4529.57      -0.000000    -0.017273     0.000298     0.010658
   4530.03      -0.000000     0.010523     0.000111     0.003956
   4530.09      -0.000000     0.014185     0.000201     0.007188
   4531.42       0.000000    -0.005019     0.000025     0.000900
   4533.06       0.000000    -0.010770     0.000116     0.004144
   4552.45      -0.000000     0.001098     0.000001     0.000043
   4554.01      -0.000000    -0.021275     0.000453     0.016170
   4555.57      -0.000000     0.003143     0.000010     0.000353
   4559.89       0.000000    -0.003426     0.000012     0.000419
   4563.19       0.000000     0.020719     0.000429     0.015336
   4563.85       0.000000     0.048219     0.002325     0.083062
   4567.25       0.000000     0.003824     0.000015     0.000522
   4571.75      -0.000000     0.001311     0.000002     0.000061
   4582.05      -0.000000    -0.020090     0.000404     0.014419
   4584.39       0.000000     0.001750     0.000003     0.000109
   4587.59      -0.000000    -0.004256     0.000018     0.000647
   4588.89       0.000000    -0.001003     0.000001     0.000036
   4613.62       0.000000    -0.001357     0.000002     0.000066
   4625.15      -0.000000     0.001837     0.000003     0.000121
   4627.07       0.000000     0.001790     0.000003     0.000114
   4631.05      -0.000000    -0.001105     0.000001     0.000044
   4641.49      -0.000000    -0.005141     0.000026     0.000944
   4644.52       0.000000     0.001792     0.000003     0.000115
   4645.94      -0.000000    -0.001017     0.000001     0.000037
   4654.10       0.000000     0.001118     0.000001     0.000045
   4654.39       0.000000    -0.001114     0.000001     0.000044
   4654.83       0.000000     0.002235     0.000005     0.000178
   4660.55      -0.000000     0.004651     0.000022     0.000773
   4665.89      -0.000000    -0.001648     0.000003     0.000097
   4677.57       0.000000     0.003789     0.000014     0.000513
   4681.89      -0.000000     0.004509     0.000020     0.000726
   4682.65      -0.000000     0.001747     0.000003     0.000109
   4683.17      -0.000000     0.001135     0.000001     0.000046
   4694.73       0.000000     0.001353     0.000002     0.000065
   4698.27      -0.000000     0.001959     0.000004     0.000137
   4703.52       0.000000    -0.001576     0.000002     0.000089
   4709.35      -0.000000     0.001105     0.000001     0.000044
   4722.16      -0.000000    -0.002678     0.000007     0.000256
   4723.17      -0.000000     0.003728     0.000014     0.000497
   4729.62      -0.000000     0.004963     0.000025     0.000880
   4734.12       0.000000    -0.001067     0.000001     0.000041
   4758.45      -0.000000     0.002096     0.000004     0.000157
   4760.03       0.000000     0.001132     0.000001     0.000046
   4775.36      -0.000000     0.001653     0.000003     0.000098
   4780.42      -0.000000    -0.069284     0.004800     0.171492
   4789.49      -0.000000     0.001922     0.000004     0.000132
   4794.56       0.000000     0.003171     0.000010     0.000359
   4795.45       0.000000    -0.003998     0.000016     0.000571
   4798.50       0.000000    -0.015654     0.000245     0.008754
   4800.28      -0.000000    -0.055101     0.003036     0.108465
   4800.35       0.000000    -0.036436     0.001328     0.047428
   4803.91      -0.000000     0.004984     0.000025     0.000887
   4806.42      -0.000000    -0.005964     0.000036     0.001271
   4807.16      -0.000000     0.001070     0.000001     0.000041
   4808.27       0.000000     0.002118     0.000004     0.000160
   4809.16      -0.000000    -0.005172     0.000027     0.000956
   4815.75       0.000000     0.001851     0.000003     0.000122
   4829.41       0.000000     0.003535     0.000012     0.000446
   4831.29       0.000000     0.001027     0.000001     0.000038
   4842.12      -0.000000    -0.001346     0.000002     0.000065
   4844.66      -0.000000     0.005699     0.000032     0.001160
   4845.26       0.000000    -0.003148     0.000010     0.000354
   4855.03       0.000000     0.001004     0.000001     0.000036
   4869.31       0.000000    -0.008180     0.000067     0.002390
   4871.07      -0.000000     0.001012     0.000001     0.000037
   4872.76      -0.000000    -0.001757     0.000003     0.000110
   4882.85       0.000000    -0.006529     0.000043     0.001523
   4885.39       0.000000     0.001341     0.000002     0.000064
   4896.54      -0.000000     0.003929     0.000015     0.000551
   4908.89       0.000000     0.010429     0.000109     0.003886
   4912.39       0.000000     0.001029     0.000001     0.000038
   4927.49      -0.000000    -0.004270     0.000018     0.000651
   4930.94       0.000000    -0.001797     0.000003     0.000115
   4933.91      -0.000000     0.001907     0.000004     0.000130
   4941.38       0.000000     0.001460     0.000002     0.000076
   4950.13       0.000000    -0.006702     0.000045     0.001604
   4955.18      -0.000000     0.005695     0.000032     0.001159
   4958.49       0.000000     0.003980     0.000016     0.000566
   4959.52       0.000000    -0.036148     0.001307     0.046682
   4959.65      -0.000000     0.006634     0.000044     0.001572
   4960.48      -0.000000    -0.001103     0.000001     0.000043
   4961.09      -0.000000    -0.001478     0.000002     0.000078
   4962.15       0.000000     0.002616     0.000007     0.000244
   4964.49       0.000000    -0.002452     0.000006     0.000215
   4964.82       0.000000    -0.008106     0.000066     0.002348
   4966.24      -0.000000    -0.003534     0.000012     0.000446
   4968.89      -0.000000     0.007320     0.000054     0.001914
   4970.06       0.000000     0.001430     0.000002     0.000073
   4978.92      -0.000000     0.001563     0.000002     0.000087
   4979.05       0.000000    -0.001747     0.000003     0.000109
   4988.89      -0.000000     0.001615     0.000003     0.000093
   4991.23       0.000000     0.002607     0.000007     0.000243
   4992.82      -0.000000    -0.001212     0.000001     0.000052
   4993.64       0.000000    -0.002331     0.000005     0.000194
   4999.45       0.000000     0.001948     0.000004     0.000136
   5003.09      -0.000000     0.001135     0.000001     0.000046
   5010.98       0.000000     0.002399     0.000006     0.000206
   5022.42       0.000000     0.003026     0.000009     0.000327
   5029.47      -0.000000     0.002359     0.000006     0.000199
   5032.55       0.000000     0.001880     0.000004     0.000126
   5034.72       0.000000    -0.003456     0.000012     0.000427
   5035.04      -0.000000    -0.004661     0.000022     0.000776
   5042.30      -0.000000    -0.002309     0.000005     0.000190
   5042.85      -0.000000     0.068262     0.004660     0.166467
   5047.44      -0.000000     0.010227     0.000105     0.003736
   5059.11       0.000000     0.005278     0.000028     0.000995
   5060.44      -0.000000     0.009448     0.000089     0.003189
   5061.08       0.000000    -0.002769     0.000008     0.000274
   5063.91       0.000000    -0.011889     0.000141     0.005050
   5065.77       0.000000     0.001556     0.000002     0.000086
   5068.82       0.000000     0.022582     0.000510     0.018218
   5070.29       0.000000    -0.003369     0.000011     0.000406
   5074.26      -0.000000    -0.001817     0.000003     0.000118
   5076.63       0.000000     0.001089     0.000001     0.000042
   5077.03       0.000000    -0.005303     0.000028     0.001005
   5077.16       0.000000    -0.003663     0.000013     0.000479
   5079.74      -0.000000    -0.006068     0.000037     0.001316
   5080.02      -0.000000    -0.002899     0.000008     0.000300
   5087.71       0.000000    -0.002984     0.000009     0.000318
   5089.39      -0.000000    -0.002210     0.000005     0.000174
   5091.95       0.000000    -0.003928     0.000015     0.000551
   5100.57       0.000000    -0.002116     0.000004     0.000160
   5107.11       0.000000    -0.012434     0.000155     0.005523
   5114.77       0.000000     0.006818     0.000046     0.001661
   5117.63      -0.000000    -0.001760     0.000003     0.000111
   5168.53      -0.000000    -0.001220     0.000001     0.000053
   5171.16       0.000000     0.005001     0.000025     0.000893
   5173.44      -0.000000     0.002249     0.000005     0.000181
   5177.43      -0.000000     0.001047     0.000001     0.000039
   5179.29      -0.000000    -0.010656     0.000114     0.004057
   5183.13      -0.000000    -0.002954     0.000009     0.000312
   5184.70      -0.000000    -0.002426     0.000006     0.000210
   5184.88      -0.000000    -0.001518     0.000002     0.000082
   5190.81      -0.000000    -0.001634     0.000003     0.000095
   5194.14      -0.000000     0.001067     0.000001     0.000041
   5197.21       0.000000     0.005403     0.000029     0.001043
   5200.00      -0.000000     0.001416     0.000002     0.000072
   5202.44      -0.000000    -0.001289     0.000002     0.000059
   5204.14      -0.000000    -0.012626     0.000159     0.005695
   5207.06      -0.000000    -0.002825     0.000008     0.000285
   5208.10      -0.000000     0.003849     0.000015     0.000529
   5209.81       0.000000     0.002429     0.000006     0.000211
   5211.58      -0.000000    -0.007080     0.000050     0.001791
   5217.20       0.000000     0.001236     0.000002     0.000055
   5230.28      -0.000000    -0.001751     0.000003     0.000110
   5230.87      -0.000000     0.001589     0.000003     0.000090
   5233.71      -0.000000    -0.002569     0.000007     0.000236
   5235.87       0.000000    -0.003594     0.000013     0.000461
   5238.62       0.000000    -0.001174     0.000001     0.000049
   5239.84      -0.000000    -0.002174     0.000005     0.000169
   5251.30      -0.000000    -0.015264     0.000233     0.008323
   5252.29       0.000000    -0.011934     0.000142     0.005088
   5253.02       0.000000    -0.004335     0.000019     0.000671
   5256.26      -0.000000    -0.010283     0.000106     0.003778
   5263.29       0.000000    -0.001340     0.000002     0.000064
   5266.54      -0.000000     0.001323     0.000002     0.000063
   5269.74       0.000000    -0.001342     0.000002     0.000064
   5270.20      -0.000000     0.006176     0.000038     0.001363
   5273.50      -0.000000    -0.001055     0.000001     0.000040
   5274.98       0.000000     0.001071     0.000001     0.000041
   5277.17      -0.000000    -0.117919     0.013905     0.496756
   5277.51      -0.000000    -0.006141     0.000038     0.001347
   5281.24       0.000000     0.018981     0.000360     0.012871
   5283.55      -0.000000    -0.032705     0.001070     0.038211
   5290.26       0.000000    -0.002509     0.000006     0.000225
   5292.83       0.000000     0.001634     0.000003     0.000095
   5298.23      -0.000000    -0.001134     0.000001     0.000046
   5317.28      -0.000000    -0.001967     0.000004     0.000138
   5319.31       0.000000    -0.002803     0.000008     0.000281
   5320.69       0.000000     0.004007     0.000016     0.000574
   5322.69       0.000000    -0.024980     0.000624     0.022292
   5335.87      -0.000000    -0.001084     0.000001     0.000042
   5339.28      -0.000000     0.002078     0.000004     0.000154
   5350.34      -0.000000     0.002959     0.000009     0.000313
   5351.19      -0.000000    -0.040131     0.001611     0.057535
   5355.42      -0.000000    -0.010662     0.000114     0.004061
   5355.63      -0.000000    -0.002154     0.000005     0.000166
   5359.54      -0.000000     0.003044     0.000009     0.000331
   5361.01      -0.000000    -0.002556     0.000007     0.000233
   5362.30       0.000000    -0.005566     0.000031     0.001107
   5364.96      -0.000000    -0.003495     0.000012     0.000436
   5365.93       0.000000    -0.001589     0.000003     0.000090
   5372.46      -0.000000     0.001186     0.000001     0.000050
   5374.95      -0.000000     0.003460     0.000012     0.000428
   5375.26      -0.000000    -0.004645     0.000022     0.000771
   5393.63      -0.000000    -0.001629     0.000003     0.000095
   5400.60      -0.000000    -0.001058     0.000001     0.000040
   5402.85       0.000000    -0.002276     0.000005     0.000185
   5414.78       0.000000     0.017294     0.000299     0.010685
   5423.41       0.000000    -0.004936     0.000024     0.000870
   5426.60      -0.000000    -0.002173     0.000005     0.000169
   5428.07      -0.000000     0.001625     0.000003     0.000094
   5429.75       0.000000     0.006311     0.000040     0.001423
   5435.48       0.000000     0.008239     0.000068     0.002425
   5438.51      -0.000000     0.007688     0.000059     0.002112
   5446.10      -0.000000    -0.001894     0.000004     0.000128
   5448.66       0.000000     0.001132     0.000001     0.000046
   5450.60       0.000000    -0.022920     0.000525     0.018767
   5459.42       0.000000     0.002976     0.000009     0.000316
   5459.83       0.000000     0.003558     0.000013     0.000452
   5460.12      -0.000000     0.003079     0.000009     0.000339
   5465.38       0.000000    -0.002852     0.000008     0.000291
   5466.87       0.000000    -0.011339     0.000129     0.004594
   5470.83       0.000000    -0.003013     0.000009     0.000324
   5474.58       0.000000    -0.003030     0.000009     0.000328
   5481.90      -0.000000     0.002071     0.000004     0.000153
   5484.09       0.000000     0.001592     0.000003     0.000091
   5484.65       0.000000     0.001682     0.000003     0.000101
   5485.28      -0.000000     0.001776     0.000003     0.000113
   5501.59      -0.000000     0.001046     0.000001     0.000039
   5508.97       0.000000    -0.003345     0.000011     0.000400
   5509.74       0.000000     0.001283     0.000002     0.000059
   5514.61      -0.000000    -0.001157     0.000001     0.000048
   5519.64       0.000000    -0.004501     0.000020     0.000724
   5521.05      -0.000000    -0.004113     0.000017     0.000604
   5523.40      -0.000000    -0.001960     0.000004     0.000137
   5529.62       0.000000    -0.007289     0.000053     0.001898
   5539.52       0.000000     0.006362     0.000040     0.001446
   5541.49      -0.000000    -0.004149     0.000017     0.000615
   5547.19      -0.000000    -0.057838     0.003345     0.119510
   5548.31       0.000000    -0.002897     0.000008     0.000300
   5552.83       0.000000     0.012626     0.000159     0.005695
   5555.65      -0.000000    -0.007672     0.000059     0.002103
   5557.95      -0.000000     0.002712     0.000007     0.000263
   5562.91      -0.000000    -0.005326     0.000028     0.001013
   5564.88      -0.000000     0.001586     0.000003     0.000090
   5571.78      -0.000000    -0.001268     0.000002     0.000057
   5575.16       0.000000     0.003717     0.000014     0.000494
   5576.06       0.000000    -0.003354     0.000011     0.000402
   5577.16       0.000000     0.050878     0.002589     0.092478
   5577.60       0.000000     0.031844     0.001014     0.036226
   5580.53      -0.000000     0.001821     0.000003     0.000118
   5581.80       0.000000    -0.013538     0.000183     0.006548
   5583.99      -0.000000     0.003158     0.000010     0.000356
   5589.71       0.000000    -0.004877     0.000024     0.000850
   5590.01       0.000000    -0.001688     0.000003     0.000102
   5591.54       0.000000     0.002348     0.000006     0.000197
   5593.67       0.000000    -0.003390     0.000011     0.000411
   5594.09      -0.000000     0.001141     0.000001     0.000046
   5594.51       0.000000     0.004735     0.000022     0.000801
   5595.14       0.000000    -0.017235     0.000297     0.010612
   5596.92      -0.000000     0.002364     0.000006     0.000200
   5598.67      -0.000000    -0.001632     0.000003     0.000095
   5607.65       0.000000     0.002839     0.000008     0.000288
   5609.72       0.000000     0.002089     0.000004     0.000156
   5610.71      -0.000000     0.006927     0.000048     0.001714
   5610.79      -0.000000    -0.003391     0.000012     0.000411
   5612.73      -0.000000    -0.012173     0.000148     0.005294
   5620.55       0.000000    -0.007421     0.000055     0.001968
   5621.45      -0.000000     0.004163     0.000017     0.000619
   5621.95      -0.000000    -0.008362     0.000070     0.002498
   5636.55       0.000000    -0.008921     0.000080     0.002843
   5665.65      -0.000000     0.001154     0.000001     0.000048
   5668.86       0.000000    -0.013979     0.000195     0.006981
   5673.77      -0.000000    -0.001000     0.000001     0.000036
   5678.93      -0.000000    -0.001533     0.000002     0.000084
   5684.40       0.000000     0.001662     0.000003     0.000099
   5686.46      -0.000000    -0.001558     0.000002     0.000087
   5689.54       0.000000    -0.002292     0.000005     0.000188
   5696.46      -0.000000     0.017839     0.000318     0.011369
   5697.68       0.000000    -0.009610     0.000092     0.003299
   5698.80       0.000000     0.001408     0.000002     0.000071
   5698.85      -0.000000     0.001949     0.000004     0.000136
   5699.51       0.000000    -0.001134     0.000001     0.000046
   5702.65       0.000000    -0.002699     0.000007     0.000260
   5702.78      -0.000000    -0.001640     0.000003     0.000096
   5703.41       0.000000     0.002925     0.000009     0.000306
   5704.79      -0.000000    -0.003083     0.000010     0.000340
   5706.12      -0.000000     0.004440     0.000020     0.000704
   5706.24      -0.000000    -0.001821     0.000003     0.000118
   5708.29      -0.000000    -0.003815     0.000015     0.000520
   5708.60       0.000000     0.001642     0.000003     0.000096
   5709.01       0.000000    -0.001382     0.000002     0.000068
   5711.24      -0.000000     0.001035     0.000001     0.000038
   5714.38       0.000000    -0.002121     0.000005     0.000161
   5724.18       0.000000     0.001471     0.000002     0.000077
   5725.56       0.000000    -0.001279     0.000002     0.000058
   5727.70      -0.000000    -0.004264     0.000018     0.000649
   5727.87      -0.000000     0.001231     0.000002     0.000054
   5729.61      -0.000000     0.001109     0.000001     0.000044
   5735.00       0.000000     0.001060     0.000001     0.000040
   5738.23       0.000000    -0.005951     0.000035     0.001265
   5740.83      -0.000000     0.001153     0.000001     0.000047
   5741.42       0.000000     0.006401     0.000041     0.001464
   5743.66       0.000000    -0.004825     0.000023     0.000832
   5750.77      -0.000000     0.001806     0.000003     0.000116
   5751.28       0.000000     0.003218     0.000010     0.000370
   5755.65      -0.000000     0.001547     0.000002     0.000086
   5757.22      -0.000000     0.008328     0.000069     0.002478
   5760.02       0.000000    -0.002083     0.000004     0.000155
   5761.27       0.000000    -0.006025     0.000036     0.001297
   5762.77      -0.000000     0.013632     0.000186     0.006638
   5763.83      -0.000000    -0.004148     0.000017     0.000615
   5766.08      -0.000000     0.001621     0.000003     0.000094
   5772.53       0.000000     0.002065     0.000004     0.000152
   5777.48      -0.000000     0.043287     0.001874     0.066940
   5777.63       0.000000     0.059467     0.003536     0.126334
   5782.11       0.000000    -0.019489     0.000380     0.013569
   5785.00      -0.000000    -0.045108     0.002035     0.072692
   5785.42      -0.000000     0.004380     0.000019     0.000685
   5785.54      -0.000000    -0.015001     0.000225     0.008039
   5787.88      -0.000000     0.064397     0.004147     0.148150
   5792.58      -0.000000     0.002877     0.000008     0.000296
   5793.03      -0.000000    -0.020750     0.000431     0.015382
   5793.67       0.000000     0.008147     0.000066     0.002371
   5793.74       0.000000    -0.008575     0.000074     0.002627
   5794.98      -0.000000     0.010901     0.000119     0.004245
   5809.80      -0.000000    -0.016781     0.000282     0.010060
   5812.75      -0.000000    -0.013331     0.000178     0.006349
   5820.99      -0.000000     0.003908     0.000015     0.000546
   5821.85      -0.000000    -0.003964     0.000016     0.000561
   5822.16      -0.000000     0.001102     0.000001     0.000043
   5829.81      -0.000000     0.002940     0.000009     0.000309
   5833.59       0.000000    -0.001048     0.000001     0.000039
   5835.30       0.000000    -0.005158     0.000027     0.000950
   5839.66      -0.000000     0.013932     0.000194     0.006934
   5840.06      -0.000000    -0.046557     0.002168     0.077435
   5848.65      -0.000000     0.004932     0.000024     0.000869
   5851.47      -0.000000     0.010800     0.000117     0.004167
   5852.10       0.000000     0.021869     0.000478     0.017086
   5855.20      -0.000000    -0.006908     0.000048     0.001705
   5868.04       0.000000     0.005779     0.000033     0.001193
   5871.65      -0.000000    -0.003553     0.000013     0.000451
   5873.14       0.000000    -0.001645     0.000003     0.000097
   5877.73       0.000000    -0.001201     0.000001     0.000052
   5888.87      -0.000000    -0.001168     0.000001     0.000049
   5889.74       0.000000    -0.001888     0.000004     0.000127
   5894.80       0.000000     0.001725     0.000003     0.000106
   5905.47      -0.000000     0.001548     0.000002     0.000086
   5910.78       0.000000     0.002497     0.000006     0.000223
   5913.54       0.000000    -0.001966     0.000004     0.000138
   5920.89       0.000000     0.013232     0.000175     0.006255
   5921.71      -0.000000     0.015633     0.000244     0.008731
   5922.34       0.000000     0.002361     0.000006     0.000199
   5925.29      -0.000000    -0.005744     0.000033     0.001179
   5929.65      -0.000000     0.004763     0.000023     0.000811
   5931.42      -0.000000    -0.007947     0.000063     0.002256
   5931.66       0.000000    -0.001343     0.000002     0.000064
   5932.91      -0.000000    -0.001219     0.000001     0.000053
   5942.89      -0.000000     0.003808     0.000015     0.000518
   5945.59      -0.000000     0.001950     0.000004     0.000136
   5954.36      -0.000000    -0.014184     0.000201     0.007187
   5956.74      -0.000000    -0.001078     0.000001     0.000042
   5958.99       0.000000    -0.001457     0.000002     0.000076
   5960.17       0.000000    -0.002115     0.000004     0.000160
   5962.98      -0.000000    -0.001032     0.000001     0.000038
   5963.77       0.000000    -0.004470     0.000020     0.000714
   5967.64      -0.000000     0.001274     0.000002     0.000058
   5968.65      -0.000000     0.008319     0.000069     0.002472
   5969.20      -0.000000    -0.011310     0.000128     0.004570
   5971.79      -0.000000     0.002650     0.000007     0.000251
   5974.08      -0.000000     0.001435     0.000002     0.000074
   5976.37      -0.000000    -0.001815     0.000003     0.000118
